created_at,screen_name,text
2019-06-29 13:15:07,nalitics,RT @Navayan: Hundreds of children have died in Bihar’s Muzaffarpur due to Acute Encephalitis Syndrome (AES). The tragedy once more points t…
2019-06-29 13:00:38,zeesalaamtweet,#Muzaffarpur : Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college… https://t.co/Q6AvePYFbg
2019-06-29 12:57:40,Navayan,Hundreds of children have died in Bihar’s Muzaffarpur due to Acute Encephalitis Syndrome (AES). The tragedy once mo… https://t.co/8cDuwMHBmj
2019-06-29 12:57:08,KMurariShastri,RT @ak_priyadarshi: 117 children dead by June 20: AES exposes Bihar health machinery https://t.co/pjfAjrTWep via @indiatoday
2019-06-29 12:52:25,arjya_majumder,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college Hospital &amp; 21 at…
2019-06-29 12:47:59,pravin_yb,"RT @Ach_Balkrishna: T-4
यह सिद्ध हो चुका है कि चमकी बुख़ार का लीची खाने से कोई संबंध नहीं है, Acute Encephalitis Syndrome (चमकी बुख़ार) मूल…"
2019-06-29 12:45:54,iRajatM,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college Hospital &amp; 21 at…
2019-06-29 12:45:37,tv9gujarati,Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college H… https://t.co/egGk9oNmgb
2019-06-29 12:43:11,WeForNews,Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college H… https://t.co/2qZKIHcyqB
2019-06-29 12:42:30,aatish_mohite,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college Hospital &amp; 21 at…
2019-06-29 12:41:43,Brahmchaari,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college Hospital &amp; 21 at…
2019-06-29 12:41:20,ANISARGPATEL,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college Hospital &amp; 21 at…
2019-06-29 12:41:15,JaynulC,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college Hospital &amp; 21 at…
2019-06-29 12:39:59,hiteshray1,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college Hospital &amp; 21 at…
2019-06-29 12:39:50,SyedSalu60,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college Hospital &amp; 21 at…
2019-06-29 12:39:39,Praveenm__,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college Hospital &amp; 21 at…
2019-06-29 12:39:04,NewsMobileIndia,JUST IN | #Muzaffarpur : Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medic… https://t.co/RlQDV9lfL4
2019-06-29 12:38:30,ANI,Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 134 (113 at Sri Krishna medical college H… https://t.co/WTtg2mnSTH
2019-06-29 11:13:29,VizagApollo,"Acute Encephalitis Syndrome (AES) also known as ‘Chamki Fever’ or Litchi Virus in India, is an umbrella term used f… https://t.co/8UktiQ5y4b"
2019-06-29 11:01:15,ApolloHospMUM,Acute Encephalitis Syndrome (AES) also known as #ChamkiFever or Litchi Virus is a term used for infections that cau… https://t.co/vTA2FPZpcI
2019-06-29 09:30:42,ak_priyadarshi,117 children dead by June 20: AES exposes Bihar health machinery https://t.co/pjfAjrTWep via @indiatoday
2019-06-29 09:25:16,ak_priyadarshi,RT @aroonpurie: Presenting the @IndiaToday magazine Insight. Our editors with their sharp take on the news of the day. What just killed 114…
2019-06-29 08:27:43,Kathryn37942100,@bloodwise_uk @SamHeughan @StirUni Be so great if @SamHeughan etc could make people aware of ME (myalgia encephalit… https://t.co/wAywuiJfWO
2019-06-29 08:12:46,CHIKUKALRA,"Acute Encephalitis Syndrome ( AES)  :/
#bihar #AES #childrensdied 💐💐 https://t.co/HbkiV8dgyp"
2019-06-29 07:51:26,priyanka_21097,RT @NewsMobileIndia: #Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College Hos…
2019-06-29 07:35:59,balochPAKbaloch,@GenMeeeh @PakRaptorus @skmajumdar76 @shashwatpandey @__FaisalFormPak @mirmohsin80 @KishorTrivedi7 @asharadil1… https://t.co/43bWObNc9c
2019-06-29 07:29:50,KhattarSunidhi,Death toll due to Acute Encephalitis Syndrome reaches 171 in Bihar https://t.co/TD2XxyKGil
2019-06-29 07:26:30,rishabh60325193,Death toll due to Acute Encephalitis Syndrome reaches 171 in Bihar https://t.co/kaJianEZQa
2019-06-29 07:14:50,Prakash62003470,Death toll due to Acute Encephalitis Syndrome reaches 171 in Bihar https://t.co/A59nqu2SuW
2019-06-29 07:07:09,sumanranjan111,Death toll due to Acute Encephalitis Syndrome reaches 171 in Bihar https://t.co/sZJxcy3Kcr
2019-06-29 07:05:30,MridulBhaskar87,Death toll due to Acute Encephalitis Syndrome reaches 171 in Bihar https://t.co/Qk7DFfTjDq
2019-06-29 07:00:56,84SachinS,RT @FitHindi: एक्यूट इंसेफेलाइटिस सिंड्रोम (AES) के कई कारण हो सकते हैं. वहीं ज्यादातर मामलों में ये पता नहीं लग पाता कि इसकी असल वजह क्या…
2019-06-29 06:16:42,sankalpnewsin,"पूरे देश में फैल रहा है एन्सेफलाइटिस का खौफनाक पंजा, इन शहरों पर खतरा https://t.co/ScDeePmGwh"
2019-06-29 06:01:21,Dr_AdamAB,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-29 05:37:39,sumitdaga14,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-29 05:33:35,nsakinahamidon,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-29 05:03:04,himanshudb,RT @outlookhindi: उत्तर बिहार के मुजफ्फरपुर जिले से अखबारों की कहानियों और टेलीविजन स्क्रीन पर दर्दनाक तसवीरों से देश दहल उठा है। बच्चे हर…
2019-06-29 04:51:10,Outlookindia,FROM THE MAGAZINE | Acute Encephalitis Syndrome (AES) is claiming little lives in the blink of an eye. Stark statis… https://t.co/cRUfQp41lW
2019-06-29 04:50:48,SwapnilKadu19,"India is holding leading position, but the country's wealth is under the pressure due to death of 150+ children in… https://t.co/Rvn3xBsGhF"
2019-06-29 04:46:36,NI24NEWS,"बिहार: डॉक्टरों की रिपोर्ट में दावा- सरकार की उदासीनता की वजह से गई बच्चों की जानें
 https://t.co/uYkqNDe0Om via @ni24news"
2019-06-29 04:37:56,AmanCha23239682,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-29 03:52:57,PerumalNavanee,"Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/mm9WtTqQBk… https://t.co/0axbKjXXQi"
2019-06-29 03:52:38,PerumalNavanee,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-29 03:46:54,BaidyaSharma,RT @DrSamirKrSingh: मंत्रियों को अपनी जिम्मेदारिओं का अहसास नहीं । इस सोई सरकार को नींद से जगाने का प्रयास करने पर पुलिस की लाठियां चलती…
2019-06-29 02:58:43,skyneenu,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-29 02:48:29,IycKumar,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-29 02:38:07,journo_abheet,RT @NewsMobileIndia: #Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College Hos…
2019-06-29 01:56:55,RashmiRNaik,"RT @IndiaSpend: More than 150 children have died in #Bihar due to acute #encephalitis syndrome, also known as brain fever. #Muzaffarpur has…"
2019-06-29 00:52:55,Obscurantist_,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-29 00:47:50,HariPriyap9,RT @SarveshSays: बिहार के मुजफ्फरपुर में चमकी बुखार यानी एक्यूट इंसेफलाइटिस सिंड्रोम (एसईएस) से मरनेवालों की संख्या लगातार बढ़ती जा रही है।…
2019-06-29 00:43:24,DrRasasi,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-29 00:39:25,nuraqmarmazlan,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 23:47:46,shehu_ruqayya,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 20:53:30,dr_aarashid,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 20:37:11,luismontielroa,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 19:59:31,theupdaterpost,"Death toll from AES reaches 172 in Bihar, doctors blame `administrative failure` https://t.co/i2sqk0p2EH"
2019-06-28 19:06:49,moliticsindia,"मीडिया पर भड़के रामविलास पासवान, कहा-अस्पताल जाने पर 'नौटंकी' बताते हो और नहीं जाता तो सवाल पूछते हो… https://t.co/zvJjML98Fx"
2019-06-28 18:55:55,emiliomordini,Bihar: Government says it is working on long-term plan to tackle acute encephalitis syndrome | @scoopit https://t.co/sqqcHU0Xt0
2019-06-28 17:49:16,Abhishekraghuw,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 17:48:44,RajeshThakur88,"RT @TimesNow: Union Minister of Consumer Affairs Food and Public Distribution Ram Vilas Paswan said that the state government, as well as t…"
2019-06-28 17:35:04,sangeetachauh17,"RT @ANI: Bihar: FIR lodged against 39 people in Harivanshpur, in Vaishali district after they protested over lack of water supply &amp; death o…"
2019-06-28 17:30:00,TimesNow,"Union Minister of Consumer Affairs Food and Public Distribution Ram Vilas Paswan said that the state government, as… https://t.co/GNDVHEXvta"
2019-06-28 17:11:53,cigsuccess,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College Hospital &amp; 21 at…
2019-06-28 17:06:25,GaneshProf,"RT @maalaimalar: பீகாரில் மூளை காய்ச்சலுக்கு பலியானோர் எண்ணிக்கை 133 ஆக உயர்வு
https://t.co/YEzdP6JDdn
#Bihar #BrainFever"
2019-06-28 16:55:59,maalaimalar,"பீகாரில் மூளை காய்ச்சலுக்கு பலியானோர் எண்ணிக்கை 133 ஆக உயர்வு
https://t.co/YEzdP6JDdn
#Bihar #BrainFever"
2019-06-28 16:49:01,shahid9018,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 16:40:46,KhanHameed15,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 16:33:52,nemityadav1,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College Hospital &amp; 21 at…
2019-06-28 16:33:15,shwetabhraj,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College Hospital &amp; 21 at…
2019-06-28 16:13:29,utkarshs_singh,Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College H… https://t.co/keokCF4Z8H
2019-06-28 15:30:00,EconomicTimes,The government is working on a long term plan to deal with the Acute Encephalitis Syndrome (AES) which has left ove… https://t.co/knugN6WpnW
2019-06-28 15:23:30,mpHamdulla,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 15:06:52,Ummesa2,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 15:06:48,QuintHindi,RT @FitHindi: एक्यूट इंसेफेलाइटिस सिंड्रोम (AES) के कई कारण हो सकते हैं. वहीं ज्यादातर मामलों में ये पता नहीं लग पाता कि इसकी असल वजह क्या…
2019-06-28 15:04:15,DrMustyibrahim,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 15:03:39,Afternoon_Voice,#Muzaffarpur: Death toll due to Acute #encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College… https://t.co/UMRPbfC89Z
2019-06-28 14:55:31,FitHindi,एक्यूट इंसेफेलाइटिस सिंड्रोम (AES) के कई कारण हो सकते हैं. वहीं ज्यादातर मामलों में ये पता नहीं लग पाता कि इसकी असल… https://t.co/PMx07bZxut
2019-06-28 14:52:09,badrowes,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 14:51:54,Praveenm__,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College Hospital &amp; 21 at…
2019-06-28 14:47:10,SyedSalu60,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College Hospital &amp; 21 at…
2019-06-28 14:46:56,msshurrab,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 14:45:17,10032000AJ,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College Hospital &amp; 21 at…
2019-06-28 14:44:29,amiteshdubey,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-28 14:34:28,NewsMobileIndia,#Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College… https://t.co/BFXp7eGvYT
2019-06-28 14:33:17,hiteshray1,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College Hospital &amp; 21 at…
2019-06-28 14:31:55,BakwasRadio,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College Hospital &amp; 21 at…
2019-06-28 14:28:28,SpartanReturns,RT @ANI: Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College Hospital &amp; 21 at…
2019-06-28 14:28:10,ANI,Muzaffarpur: Death toll due to Acute Encephalitis Syndrome (AES) rises to 133 (112 at Sri Krishna Medical College H… https://t.co/zhbnWT1c3s
2019-06-28 14:24:28,Kannan2323,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 14:21:18,iamvk_IN,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 14:13:31,saurabhpawarinc,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 14:02:45,alrashidi_awad,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 14:01:16,DrnThiyagarajan,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 13:54:44,sajad__nazir,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 13:39:59,mss_ashmy,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 13:11:25,tsathishattur,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 13:05:17,Mungerilal16,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 12:50:10,cherriesherie,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 12:49:43,IndiaSpend,"""The AES cases in Muzaffarpur, Bihar &amp; adjoining litchi producing districts have been observed mostly during Apr to… https://t.co/srtbSTo6qr"
2019-06-28 12:49:41,IndiaSpend,"Acute #encephalitis syndrome (AES) is a disease characterised by high fever and altered consciousness, mostly in ch… https://t.co/XtryyBom7U"
2019-06-28 12:49:41,IndiaSpend,"More than 150 children have died in #Bihar due to acute #encephalitis syndrome, also known as brain fever.… https://t.co/J9JGM0qClP"
2019-06-28 12:44:54,sardark14,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 12:43:28,Dgirdhar12,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-28 12:43:01,Dgirdhar12,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-28 12:42:34,Dgirdhar12,RT @JagranPost: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit today held a protest ne…
2019-06-28 12:38:41,dr_ishmex,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
2019-06-28 12:35:36,Apollomedics,RT @HospitalsApollo: Acute Encephalitis Syndrome (AES) also known as ‘Chamki Fever’ or Litchi Virus is a term used for infections that caus…
2019-06-28 12:28:57,Dr_shamss,"RT @saad_iq64: 🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hydrocephal…"
